#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB   MB/s   MB/s 
 20260818    11:34:25       0    448     74      -    100    100      0      0      0      0  10251   2295  21748     46      0      0      0 
 20260818    11:34:26       0    448     78      -    100      1      0      0      0      0  10251   2400  21748     46      0      0      1 
 20260818    11:34:27       0    448     79      -    100      1      0      0      0      0  10251   2475  21748     46      0      0      0 
 20260818    11:34:28       0    450     79      -    100      1      0      0      0      0  10251   2475  21748     46      0      0      0 
 20260818    11:34:29       0    448     78      -    100      1      0      0      0      0  10251   2475  21748     46      0      0      0 
 20260818    11:34:30       0    454     79      -    100      1      0      0      0      0  10251   2430  21748     46      0      0      0 
 20260818    11:34:31       0    445     77      -    100     58      0      0      0      0  10251   2430  21748     46      0      0      0 
 20260818    11:34:32       0    448     79      -    100      1      0      0      0      0  10251   2475  21748     46      0      0      1 
 20260818    11:34:33       0    444     78      -    100    100      0      0      0      0  10251   2685  21748     46      0      0      0 
 20260818    11:34:34       0    451     78      -    100      1      0      0      0      0  10251   2415  21748     46      0      0      0 
 20260818    11:34:35       0    444     72      -    100    100      0      0      0      0  10251   2580  21748     46      0      0      0 
 20260818    11:34:36       0    449     79      -    100      1      0      0      0      0  10251   2400  21748     46      0      0      1 
 20260818    11:34:37       0    447     79      -    100      1      0      0      0      0  10251   2445  21748     46      0      0      0 
#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB   MB/s   MB/s 
 20260818    11:34:38       0    449     80      -    100      1      0      0      0      0  10251   2445  21748     46      0      0      0 
 20260818    11:34:39       0    449     79      -    100      1      0      0      0      0  10251   2445  21748     46      0      0      0 
 20260818    11:34:40       0    450     80      -    100      1      0      0      0      0  10251   2475  21748     46      0      0      0 
 20260818    11:34:41       0    450     79      -    100      1      0      0      0      0  10251   2460  21748     46      0      0      0 
 20260818    11:34:42       0    449     80      -    100      1      0      0      0      0  10251   2445  21748     46      0      0      7 
 20260818    11:34:44       0    446     79      -    100      1      0      0      0      0  10251   2490  21748     46      0      0      0 
 20260818    11:34:45       0    449     79      -    100      1      0      0      0      0  10251   2445  21748     46      0      0      2 
 20260818    11:34:46       0    449     80      -    100      1      0      0      0      0  10251   2475  21748     46      0      0      0 
 20260818    11:34:47       0    451     79      -    100      1      0      0      0      0  10251   2475  21748     46      0     26      4 
 20260818    11:34:48       0    448     79      -    100      1      0      0      0      0  10251   2430  21748     46      0      0      0 
 20260818    11:34:49       0    448     79      -    100      1      0      0      0      0  10251   2445  21748     46      0     11      5 
 20260818    11:34:50       0    447     79      -    100      1      0      0      0      0  10251   2430  21748     46      0      1      0 
 20260818    11:34:51       0    448     79      -    100      1      0      0      0      0  10251   2460  21748     46      0     11      5 
 20260818    11:34:52       0    448     79      -    100      1      0      0      0      0  10251   2430  21748     46      0      0      0 
 20260818    11:34:53       0    449     79      -    100      1      0      0      0      0  10251   2415  21748     46      0     11      4 
 20260818    11:34:54       0    448     79      -    100      1      0      0      0      0  10251   2445  21748     46      0      0      0 
 20260818    11:34:55       0    450     80      -    100      1      0      0      0      0  10251   2430  21748     46      0      4      7 
 20260818    11:34:56       0    446     79      -    100      1      0      0      0      0  10251   2445  21748     46      0      0      0 
 20260818    11:34:57       0    450     80      -    100      1      0      0      0      0  10251   2430  21748     46      0  13963    582 
 20260818    11:34:58       0    448     78      -    100      1      0      0      0      0  10251   2400  21748     46      0      0      0 
 20260818    11:34:59       0    451     74      -    100    100      0      0      0      0  10251   2220  21748     46      0      8      4 
 20260818    11:35:00       0    450     79      -    100      1      0      0      0      0  10251   2400  21748     46      0      0      0 
 20260818    11:35:01       0    449     72      -    100    100      0      0      0      0  10251   2250  21748     46      0      8      3 
 20260818    11:35:02       0    448     79      -    100      1      0      0      0      0  10251   2385  21748     46      0      0      0 
 20260818    11:35:03       0    447     74      -    100     79      0      0      0      0  10251   2280  21748     46      0      1      0 
 20260818    11:35:05       0    448     79      -    100      1      0      0      0      0  10251   2445  21748     46      0      0      0 
 20260818    11:35:06       0    447     76      -    100     21      0      0      0      0  10251   2385  21748     46      0      6      0 
 20260818    11:35:07       0    449     79      -    100      1      0      0      0      0  10251   2445  21748     46      0      0      0 
 20260818    11:35:08       0    448     77      -    100      1      0      0      0      0  10251   2475  21748     46      0      0      0 
 20260818    11:35:09       0    451     79      -    100      1      0      0      0      0  10251   2430  21748     46      0      0      0 
 20260818    11:35:10       0    445     81      -    100     91      0      0      0      0  10251   2475  21748     46      0      0      0 
 20260818    11:35:11       0    453     79      -    100      1      0      0      0      0  10251   2445  21748     46      0      0      0 
 20260818    11:35:12       0    445     68      -    100    100      0      0      0      0  10251   2685  21748     46      0      0      0 
 20260818    11:35:13       0    450     79      -    100      1      0      0      0      0  10251   2400  21748     46      0      0      0 
 20260818    11:35:14       0    441     72      -    100    100      0      0      0      0  10251   2580  21748     46      0      0      0 
 20260818    11:35:15       0    445     79      -    100      1      0      0      0      0  10251   2400  21748     46      0      0      0 
 20260818    11:35:16       0    444     72      -    100     84      0      0      0      0  10251   2520  21748     46      0      0      0 
 20260818    11:35:17       0    449     79      -    100      1      0      0      0      0  10251   2400  21748     46      0      0      0 
 20260818    11:35:18       0    451     71      -    100    100      0      0      0      0  10251   2295  21748     46      0      0      0 
 20260818    11:35:19       0    450     79      -    100      1      0      0      0      0  10251   2490  21748     46      0      0      0 
 20260818    11:35:20       0    447     80      -    100      1      0      0      0      0  10251   2475  21748     46      0      0      0 
 20260818    11:35:21       0    451     80      -    100      2      0      0      0      0  10251   2445  21748     46      0      0      0 
 20260818    11:35:22       0    448     79      -    100      1      0      0      0      0  10251   2475  21748     46      0      0      0 
 20260818    11:35:23       0    451     80      -    100      1      0      0      0      0  10251   2445  21748     46      0      0      0 
#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB   MB/s   MB/s 
 20260818    11:35:24       0    447     79      -    100      1      0      0      0      0  10251   2490  21748     46      0      0      2 
 20260818    11:35:26       0    451     80      -    100      1      0      0      0      0  10251   2460  21748     46      0      5      0 
 20260818    11:35:27       0    442     77      -    100      4      0      0      0      0  10251   2520  21748     46      0      0      0 
 20260818    11:35:28       0    454     79      -    100      1      0      0      0      0  10251   2475  21748     46      0      0      0 
 20260818    11:35:29       0    447     78      -    100     64      0      0      0      0  10251   2505  21748     46      0      0      0 
 20260818    11:35:30       0    449     80      -    100      1      0      0      0      0  10251   2400  21748     46      0      0      1 
 20260818    11:35:31       0    449     79      -    100      1      0      0      0      0  10251   2400  21748     46      0      0      0 
 20260818    11:35:32       0    449     79      -    100      1      0      0      0      0  10251   2445  21748     46      0     11      6 
 20260818    11:35:33       0    446     79      -    100      1      0      0      0      0  10251   2460  21748     46      0      0      0 
 20260818    11:35:34       0    450     80      -    100      1      0      0      0      0  10251   2430  21748     46      0     11      5 
 20260818    11:35:35       0    448     79      -    100      1      0      0      0      0  10251   2460  21748     46      0      1      0 
 20260818    11:35:36       0    449     79      -    100      1      0      0      0      0  10251   2445  21748     46      0     11      5 
 20260818    11:35:37       0    448     79      -    100      1      0      0      0      0  10251   2475  21748     46      0      0      0 
 20260818    11:35:38       0    449     79      -    100      1      0      0      0      0  10251   2475  21748     46      0      5      2 
 20260818    11:35:39       0    448     79      -    100      1      0      0      0      0  10251   2475  21748     46      0      0      1 
 20260818    11:35:40       0    448     80      -    100      1      0      0      0      0  10251   2475  21748     46      0     28   1434 
 20260818    11:35:41       0    447     79      -    100      1      0      0      0      0  10251   2400  21748     46      0      0      0 
 20260818    11:35:42       0    448     74      -    100    100      0      0      0      0  10251   2265  21748     46      0   1459      3 
 20260818    11:35:43       0    449     79      -    100      1      0      0      0      0  10251   2415  21748     46      0      0      0 
 20260818    11:35:44       0    446     75      -    100     50      0      0      0      0  10251   2280  21748     46      0     29      8 
 20260818    11:35:45       0    447     80      -    100      1      0      0      0      0  10251   2445  21748     46      0     16      4 
 20260818    11:35:47       0    445     76      -    100     27      0      0      0      0  10251   2325  21748     46      0     11      4 
 20260818    11:35:48       0    437     79      -    100      1      0      0      0      0  10251   2385  23156     46      0      7      0 
 20260818    11:35:49       0    447     76      -    100     31      0      0      0      0  10251   2475  23156     46      0      0      0 
 20260818    11:35:50       0    446     78      -    100      1      0      0      0      0  10251   2355  23156     46      0      0      0 
 20260818    11:35:51       0    451     71      -    100     94      0      0      0      0  10251   2580  23156     46      0      0      0 
 20260818    11:35:52       0    449     78      -    100      1      0      0      0      0  10251   2325  23156     46      0     24      4 
 20260818    11:35:53       0    446     78      -    100      1      0      0      0      0  10251   2280  23156     46      0      0      0 
 20260818    11:35:54       0    445     74      -    100     61      0      0      0      0  10251   2370  23156     46      0     11      5 
 20260818    11:35:55       0    450     78      -    100      1      0      0      0      0  10251   2280  23156     46      0      0      1 
 20260818    11:35:56       0    445     73      -     99    100      0      0      0      0  10251   2595  23156     46      0      0      0 
 20260818    11:35:57       0    444     77      -    100      1      0      0      0      0  10251   2355  23156     46      0      0      0 
 20260818    11:35:58       0    446     77      -    100      1      0      0      0      0  10251   2370  23156     46      0      0      0 
 20260818    11:35:59       0    449     78      -    100      1      0      0      0      0  10251   2355  23156     46      0     29      5 
 20260818    11:36:00       0    449     77      -    100      1      0      0      0      0  10251   2355  23156     46      0      0      0 
 20260818    11:36:01       0    445     76      -     99     37      0      0      0      0  10251   2340  23156     46      0      0      0 
 20260818    11:36:02       0    448     78      -    100      1      0      0      0      0  10251   2325  23156     46      0      0      0 
 20260818    11:36:03       0    449     77      -    100      1      0      0      0      0  10251   2325  23156     46      0      0      0 
 20260818    11:36:04       0    449     78      -    100      1      0      0      0      0  10251   2340  23156     46      0     11      2 
 20260818    11:36:05       0    447     78      -    100      1      0      0      0      0  10251   2280  23156     46      0      0      0 
 20260818    11:36:06       0    448     76      -    100    100      0      0      0      0  10251   2100  23156     46      0      0      1 
 20260818    11:36:08       0    454     78      -    100      1      0      0      0      0  10251   2280  23156     46      0      4      0 
 20260818    11:36:09       0    444     75      -     99    100      0      0      0      0  10251   2340  23156     46      0      0      0 
 20260818    11:36:10       0    451     77      -    100      1      0      0      0      0  10251   2325  23156     46      0     11      5 
#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB   MB/s   MB/s 
 20260818    11:36:11       0    444     77      -    100      1      0      0      0      0  10251   2340  23156     46      0      0      0 
 20260818    11:36:12       0    446     73      -     99    100      0      0      0      0  10251   2685  23156     46      0      0      0 
 20260818    11:36:13       0    448     77      -    100      1      0      0      0      0  10251   2340  23156     46      0      0      0 
 20260818    11:36:14       0    450     78      -    100      1      0      0      0      0  10251   2340  23156     46      0      0      0 
 20260818    11:36:15       0    449     78      -    100      1      0      0      0      0  10251   2355  23156     46      0     11      5 
 20260818    11:36:16       0    449     78      -    100      1      0      0      0      0  10251   2340  23156     46      0      0      0 
 20260818    11:36:17       0    447     75      -    100     59      0      0      0      0  10251   2385  23156     46      0   1778      0 
 20260818    11:36:18       0    449     78      -    100      1      0      0      0      0  10251   2355  23156     46      0      0      0 
 20260818    11:36:19       0    447     73      -     99    100      0      0      0      0  10251   2565  23156     46      0      0      0 
 20260818    11:36:20       0    445     77      -    100      1      0      0      0      0  10251   2310  23156     46      0     10      5 
 20260818    11:36:21       0    443     77      -    100      1      0      0      0      0  10251   2385  23156     46      0      0      0 
 20260818    11:36:22       0    444     73      -     99     85      0      0      0      0  10251   2580  23156     46      0      9   1215 
 20260818    11:36:23       0    447     77      -    100      1      0      0      0      0  10251   2295  23156     46      0      0      0 
 20260818    11:36:24       0    444     76      -    100      2      0      0      0      0  10251   2370  23156     46      0      0      0 
 20260818    11:36:25       0    452     78      -    100      1      0      0      0      0  10251   2340  23156     46      0      3      2 
 20260818    11:36:26       0    448     77      -    100      1      0      0      0      0  10251   2340  23156     46      0      0      0 
 20260818    11:36:27       0    448     72      -    100      8      0      0      0      0  10251   2460  23156     46      0   1050   1468 
 20260818    11:36:29       0    448     77      -    100      1      0      0      0      0  10251   2340  23156     46      0      0      0 
 20260818    11:36:30       0    442     71      -     99     90      0      0      0      0  10251   2580  23156     46      0      6      0 
 20260818    11:36:31       0    445     77      -    100      1      0      0      0      0  10251   2295  23156     46      0     11      5 
 20260818    11:36:32       0    445     77      -    100      1      0      0      0      0  10251   2340  23156     46      0      0      1 
 20260818    11:36:33       0    447     73      -     99    100      0      0      0      0  10251   2685  23156     46      0    123      0 
 20260818    11:36:34       0    445     77      -    100      1      0      0      0      0  10251   2310  23156     46      0      0      0 
 20260818    11:36:35       0    445     77      -    100      1      0      0      0      0  10251   2340  23156     46      0      0      0 
 20260818    11:36:36       0    449     78      -    100      1      0      0      0      0  10251   2340  23156     46      0     11      5 
 20260818    11:36:37       0    449     77      -    100      1      0      0      0      0  10251   2310  23156     46      0      0      0 
 20260818    11:36:38       0    447     72      -    100      8      0      0      0      0  10251   2385  23156     46      0   6009   1463 
 20260818    11:36:39       0    448     77      -    100      1      0      0      0      0  10251   2310  23156     46      0      0      0 
 20260818    11:36:40       0    445     72      -     99     87      0      0      0      0  10251   2580  23156     46      0      0      0 
 20260818    11:36:41       0    447     77      -    100      1      0      0      0      0  10251   2295  23156     46      0      0      1 
 20260818    11:36:42       0    445     76      -     99     46      0      0      0      0  10251   2340  23156     46      0      0      0 
 20260818    11:36:43       0    448     74      -    100    100      0      0      0      0  10251   2220  23156     46      0     24      5 
 20260818    11:36:44       0    448     77      -    100      1      0      0      0      0  10251   2280  23156     46      0      0      0 
 20260818    11:36:45       0    440     72      -     99    100      0      0      0      0  10251   2685  23156     46      0      0      0 
 20260818    11:36:46       0    442     77      -    100      1      0      0      0      0  10251   2295  23156     46      0      0      0 
 20260818    11:36:47       0    445     77      -    100      1      0      0      0      0  10251   2340  23156     46      0      0      0 
 20260818    11:36:48       0    448     78      -    100      1      0      0      0      0  10251   2325  23156     46      0     11      4 
 20260818    11:36:50       0    450     78      -    100      1      0      0      0      0  10251   2325  23156     46      0      6      0 
 20260818    11:36:51       0    448     73      -    100      6      0      0      0      0  10251   2400  23156     46      0      0      0 
 20260818    11:36:52       0    447     77      -    100      1      0      0      0      0  10251   2355  23156     46      0      0      0 
 20260818    11:36:53       0    451     71      -    100     92      0      0      0      0  10251   2580  23156     46      0      0      0 
 20260818    11:36:54       0    450     78      -    100      1      0      0      0      0  10251   2430  23156     46      0     11      5 
 20260818    11:36:55       0    449     77      -    100      1      0      0      0      0  10251   2340  23156     46      0      0      0 
 20260818    11:36:56       0    448     73      -    100    100      0      0      0      0  10251   2235  23156     46      0   1033   1468 
#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB   MB/s   MB/s 
 20260818    11:36:57       0    452     77      -    100      1      0      0      0      0  10251   2325  23156     46      0      0      0 
 20260818    11:36:58       0    446     70      -    100    100      0      0      0      0  10251   2655  23156     46      0      0      0 
 20260818    11:36:59       0    448     77      -    100      1      0      0      0      0  10251   2340  23156     46      0      0      0 
 20260818    11:37:00       0    450     77      -    100      1      0      0      0      0  10251   2340  23156     46      0      0      0 
 20260818    11:37:01       0    449     78      -    100      1      0      0      0      0  10251   2340  23156     46      0     11      4 
 20260818    11:37:02       0    449     78      -    100      1      0      0      0      0  10251   2310  23156     46      0      0      1 
 20260818    11:37:03       0    448     75      -    100    100      0      0      0      0  10251   2355  23156     46      0      0      1 
 20260818    11:37:04       0    450     78      -    100      1      0      0      0      0  10251   2340  23156     46      0      0      0 
 20260818    11:37:05       0    449     78      -    100      1      0      0      0      0  10251   2280  23156     46      0      0      0 
 20260818    11:37:06       0    448     75      -    100    100      0      0      0      0  10251   2340  23156     46      0      8      4 
 20260818    11:37:07       0    447     77      -    100      1      0      0      0      0  10251   2280  23156     46      0      0      0 
 20260818    11:37:08       0    444     73      -     99    100      0      0      0      0  10251   2580  23156     46      0      0      0 
 20260818    11:37:09       0    449     77      -    100      1      0      0      0      0  10251   2325  23156     46      0      0      0 
 20260818    11:37:11       0    447     76      -    100      1      0      0      0      0  10251   2355  23156     46      0      0      0 
 20260818    11:37:12       0    449     78      -    100      1      0      0      0      0  10251   2340  23156     46      0     13      7 
 20260818    11:37:13       0    450     78      -    100      1      0      0      0      0  10251   2340  23156     46      0      0      0 
 20260818    11:37:14       0    449     78      -    100      1      0      0      0      0  10251   2325  23156     46      0     17      6 
 20260818    11:37:15       0    450     77      -    100      1      0      0      0      0  10251   2325  23156     46      0     17      5 
 20260818    11:37:16       0    430     76      -    100      1      0      0      0      0  10251   2385  23156     46      0      0      0 
 20260818    11:37:17       0    456     77      -    100      1      0      0      0      0  10251   2280  23156     46      0      0      0 
 20260818    11:37:18       0    447     77      -    100      1      0      0      0      0  10251   2310  23156     46      0      0      0 
 20260818    11:37:19       0    448     77      -    100      1      0      0      0      0  10251   2325  23156     46      0     11      5 
 20260818    11:37:20       0    448     77      -    100      1      0      0      0      0  10251   2340  23156     46      0      0      0 
 20260818    11:37:21       0    445     78      -    100     25      0      0      0      0  10251   2430  23156     46      0   2584   1468 
 20260818    11:37:22       0    448     77      -    100      1      0      0      0      0  10251   2310  23156     46      0      0      0 
 20260818    11:37:23       0    449     74      -    100     98      0      0      0      0  10251   2460  23156     46      0      0      0 
 20260818    11:37:24       0    447     78      -    100      1      0      0      0      0  10251   2280  23156     46      0      0      1 
 20260818    11:37:25       0    451     77      -    100      1      0      0      0      0  10251   2280  23156     46      0      0      0 
 20260818    11:37:26       0    447     75      -    100    100      0      0      0      0  10251   2325  23156     46      0      8      3 
 20260818    11:37:27       0    449     78      -    100      1      0      0      0      0  10251   2280  23156     46      0      0      0 
 20260818    11:37:28       0    446     73      -     99    100      0      0      0      0  10251   2565  23156     46      0      0      0 
 20260818    11:37:29       0    449     77      -    100      1      0      0      0      0  10251   2310  23156     46      0      0      0 
 20260818    11:37:30       0    446     76      -    100      1      0      0      0      0  10251   2355  23156     46      0      0      2 
 20260818    11:37:32       0    449     78      -    100      1      0      0      0      0  10251   2340  23156     46      0     22      4 
 20260818    11:37:33       0    450     77      -    100      1      0      0      0      0  10251   2340  23156     46      0      0      0 
 20260818    11:37:34       0    444     78      -    100     38      0      0      0      0  10251   2610  23156     46      0      0      0 
 20260818    11:37:35       0    451     77      -    100      1      0      0      0      0  10251   2340  23156     46      0      0      1 
 20260818    11:37:36       0    448     78      -    100      1      0      0      0      0  10251   2355  23156     46      0      0      0 
 20260818    11:37:37       0    448     78      -    100      8      0      0      0      0  10251   2430  23156     46      0     11      5 
 20260818    11:37:38       0    448     77      -    100      1      0      0      0      0  10251   2340  23156     46      0      0      0 
 20260818    11:37:39       0    450     74      -    100     91      0      0      0      0  10251   2160  23156     46      0  10209      0 
 20260818    11:37:40       0    447     78      -    100      1      0      0      0      0  10251   2325  23156     46      0      0      0 
 20260818    11:37:41       0    446     70      -     99     44      0      0      0      0  10251   2340  23156     46      0      0      0 
 20260818    11:37:42       0    448     78      -    100      1      0      0      0      0  10251   2340  23156     46      0      9      5 
#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB   MB/s   MB/s 
 20260818    11:37:43       0    449     77      -    100      1      0      0      0      0  10251   2340  23156     46      0      0      0 
 20260818    11:37:44       0    449     78      -    100      1      0      0      0      0  10251   2340  23156     46      0     11   1354 
 20260818    11:37:45       0    448     78      -    100      1      0      0      0      0  10251   2295  23156     46      0      0      1 
 20260818    11:37:46       0    449     77      -    100      1      0      0      0      0  10251   2355  23156     46      0      0      0 
 20260818    11:37:47       0    451     78      -    100      1      0      0      0      0  10251   2340  23156     46      0      4      4 
 20260818    11:37:48       0    453     78      -    100      1      0      0      0      0  10251   2340  23156     46      0      0      0 
 20260818    11:37:49       0    449     75      -    100    100      0      0      0      0  10251   2340  23156     46      0     12      4 
 20260818    11:37:50       0    449     78      -    100      1      0      0      0      0  10251   2280  23156     46      0      0      0 
 20260818    11:37:52       0    447     73      -    100    100      0      0      0      0  10251   2580  23156     46      0      0      0 
 20260818    11:37:53       0    450     77      -    100      1      0      0      0      0  10251   2325  23156     46      0      0      0 
 20260818    11:37:54       0    447     76      -    100      1      0      0      0      0  10251   2340  23156     46      0      6      0 
 20260818    11:37:55       0    448     78      -    100      1      0      0      0      0  10251   2325  23156     46      0      8      3 
 20260818    11:37:56       0    446     78      -    100      1      0      0      0      0  10251   2340  23156     46      0      0      1 
 20260818    11:37:57       0    446     76      -    100      1      0      0      0      0  10251   2340  23156     46      0      0      0 
 20260818    11:37:58       0    449     78      -    100      1      0      0      0      0  10251   2325  23156     46      0      3      3 
 20260818    11:37:59       0    450     78      -    100      1      0      0      0      0  10251   2310  23156     46      0      0      0 
 20260818    11:38:00       0    448     75      -    100    100      0      0      0      0  10251   2325  23156     46      0   2190   1467 
 20260818    11:38:01       0    450     78      -    100      1      0      0      0      0  10251   2280  23156     46      0      0      0 
 20260818    11:38:02       0    439     73      -     99     93      0      0      0      0  10251   2685  23156     46      0      0      0 
 20260818    11:38:03       0    449     77      -    100      1      0      0      0      0  10251   2340  23156     46      0      9      6 
 20260818    11:38:04       0    449     77      -    100      1      0      0      0      0  10251   2340  23156     46      0      0      0 
 20260818    11:38:05       0    450     78      -    100      1      0      0      0      0  10251   2340  23156     46      0      8   1240 
 20260818    11:38:06       0    449     78      -    100      1      0      0      0      0  10251   2310  23156     46      0      0      1 
 20260818    11:38:07       0    448     77      -    100      1      0      0      0      0  10251   2340  23156     46      0      0      0 
 20260818    11:38:08       0    449     78      -    100      1      0      0      0      0  10251   2340  23156     46      0      0      2 
 20260818    11:38:09       0    449     78      -    100      1      0      0      0      0  10251   2340  23156     46      0      0      0 
 20260818    11:38:10       0    447     77      -    100     70      0      0      0      0  10251   2445  23156     46      0     12      5 
 20260818    11:38:11       0    448     78      -    100      1      0      0      0      0  10251   2340  23156     46      0      0      0 
 20260818    11:38:13       0    444     72      -     99     83      0      0      0      0  10251   2445  23156     46      0      0      2 
 20260818    11:38:14       0    446     77      -    100      1      0      0      0      0  10251   2295  23156     46      0      4      0 
 20260818    11:38:15       0    446     71      -     99     57      0      0      0      0  10251   2310  23156     46      0      0      0 
 20260818    11:38:16       0    449     78      -    100      1      0      0      0      0  10251   2310  23156     46      0     11      3 
 20260818    11:38:17       0    449     78      -    100      1      0      0      0      0  10251   2325  23156     46      0      0      1 
 20260818    11:38:18       0    441     73      -     99     91      0      0      0      0  10251   2685  23156     46      0      0      0 
 20260818    11:38:19       0    448     77      -    100      1      0      0      0      0  10251   2310  23156     46      0      0      0 
 20260818    11:38:20       0    448     77      -    100      1      0      0      0      0  10251   2340  23156     46      0      0      0 
 20260818    11:38:21       0    450     78      -    100      1      0      0      0      0  10251   2340  23156     46      0     11      5 
 20260818    11:38:22       0    449     78      -    100      1      0      0      0      0  10251   2325  23156     46      0      0      0 
 20260818    11:38:23       0    448     74      -    100     91      0      0      0      0  10251   2355  23173     48      0  12790     49 
 20260818    11:38:24       0    446     78      -    100      1      0      0      0      0  10251   2355  23547     48      0      0      0 
 20260818    11:38:25       0    444     74      -     99     94      0      0      0      0  10251   2595  23547     48      0      0      0 
 20260818    11:38:26       0    447     77      -    100      1      0      0      0      0  10251   2310  23547     48      0      1      1 
 20260818    11:38:27       0    446     79      -    100      1      0      0      0      0  10251   2370  23547     48      0      0      0 
 20260818    11:38:28       0    448     74      -    100     91      0      0      0      0  10251   2460  23547     48      0     12      5 
#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB   MB/s   MB/s 
 20260818    11:38:29       0    448     78      -    100      1      0      0      0      0  10251   2310  23547     48      0      0      0 
 20260818    11:38:30       0    445     71      -     99     24      0      0      0      0  10251   2355  23156     46      0      0      0 
 20260818    11:38:31       0    448     78      -    100      1      0      0      0      0  10251   2325  23156     46      0      0      0 
 20260818    11:38:32       0    449     78      -    100      1      0      0      0      0  10251   2340  23156     46      0      0      0 
 20260818    11:38:34       0    449     76      -    100      1      0      0      0      0  10251   2340  23156     46      0     11      5 
 20260818    11:38:35       0    449     78      -    100      1      0      0      0      0  10251   2340  23156     46      0      0      0 
 20260818    11:38:36       0    450     71      -    100     96      0      0      0      0  10251   2280  23156     46      0      0      0 
 20260818    11:38:37       0    448     78      -    100      1      0      0      0      0  10251   2310  23156     46      0      0      0 
 20260818    11:38:38       0    447     77      -     99     56      0      0      0      0  10251   2310  23156     46      0      0      1 
 20260818    11:38:39       0    448     76      -    100    100      0      0      0      0  10251   2460  23156     46      0     22      5 
 20260818    11:38:40       0    451     77      -    100      1      0      0      0      0  10251   2280  23156     46      0      0      0 
 20260818    11:38:41       0    444     72      -     99    100      0      0      0      0  10251   2685  23156     46      0      0      0 
 20260818    11:38:42       0    450     78      -    100      1      0      0      0      0  10251   2310  23156     46      0      0      0 
 20260818    11:38:43       0    445     77      -    100      1      0      0      0      0  10251   2370  23156     46      0     17      4 
 20260818    11:38:44       0    447     78      -    100      1      0      0      0      0  10251   2325  23156     46      0     27      8 
 20260818    11:38:45       0    435     78      -    100      1      0      0      0      0  10251   2385  23156     46      0      0      0 
 20260818    11:38:46       0    452     78      -    100      1      0      0      0      0  10251   2340  23156     46      0     10      2 
 20260818    11:38:47       0    448     78      -    100      1      0      0      0      0  10251   2370  23156     46      0      0      0 
 20260818    11:38:48       0    449     78      -    100      1      0      0      0      0  10251   2370  23156     46      0      0      1 
 20260818    11:38:49       0    449     78      -    100      1      0      0      0      0  10251   2340  23156     46      0      0      0 
 20260818    11:38:50       0    448     78      -    100      1      0      0      0      0  10251   2385  23156     46      0      0      0 
 20260818    11:38:51       0    449     79      -    100      1      0      0      0      0  10251   2355  23156     46      0      0      0 
 20260818    11:38:52       0    450     78      -    100      1      0      0      0      0  10251   2340  23156     46      0      0      0 
 20260818    11:38:53       0    449     72      -    100      8      0      0      0      0  10251   2460  23156     46      0     12      5 
 20260818    11:38:54       0    450     78      -    100      1      0      0      0      0  10251   2340  23156     46      0      0      0 
 20260818    11:38:56       0    447     72      -    100     90      0      0      0      0  10251   2340  23156     46      0      0      2 
 20260818    11:38:57       0    445     77      -    100      1      0      0      0      0  10251   2295  23156     46      0      0      0 
 20260818    11:38:58       0    444     77      -     99     71      0      0      0      0  10251   2340  23156     46      0      0      0 
 20260818    11:38:59       0    449     78      -    100      1      0      0      0      0  10251   2325  23156     46      0     11      5 
 20260818    11:39:00       0    454     78      -    100      1      0      0      0      0  10251   2310  23156     46      0      0      0 
 20260818    11:39:01       0    446     71      -    100    100      0      0      0      0  10251   2685  23156     46      0      0      0 
